ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
7911,1,3,4,4,254,3,1,2,7,5637,0
4817,3,3,6,5,244,4,1,2,9,1789,1
8579,3,3,4,5,253,3,1,1,1,5402,0
6354,5,3,3,1,132,3,1,1,2,4785,0
4012,2,3,2,4,238,3,2,2,4,5782,1
8278,2,3,3,1,224,3,1,1,1,4862,1
7965,1,3,7,1,291,4,2,1,1,1796,0
5567,3,3,3,2,189,6,1,2,7,4329,0
4512,5,1,5,2,198,3,1,1,8,4680,0
3314,5,3,4,4,212,2,2,1,6,4117,1
4841,3,3,6,4,260,5,2,2,2,4687,1
8543,3,3,4,5,144,8,2,1,2,4956,1
7706,5,3,6,4,284,4,1,1,9,1845,1
3686,5,1,4,2,262,2,2,2,3,4090,1
7267,4,2,4,5,223,3,2,2,7,5832,1
8472,5,1,4,5,248,2,2,2,4,4789,1
3848,5,2,4,3,206,4,1,2,1,4596,1
7309,4,3,4,4,161,2,2,1,8,4348,1
7525,4,1,4,3,165,2,2,2,10,4351,0
4320,5,3,3,5,133,3,2,1,4,5902,0
5696,5,3,4,2,175,3,2,2,7,4874,1
8070,5,1,4,4,214,3,2,1,1,4717,0
6379,4,3,4,4,174,2,2,1,2,5892,0
4343,3,3,5,1,239,2,1,2,5,5759,1
6417,1,1,4,3,143,4,2,1,2,4919,0
3713,3,2,5,5,105,5,1,1,10,5418,1
8395,4,3,3,4,249,3,3,1,10,5629,1
6822,5,3,6,3,260,4,1,2,9,1131,1
5315,3,3,3,5,181,4,3,1,1,4971,1
7557,1,3,3,3,261,3,2,2,4,5482,1
4577,3,3,4,2,196,2,1,2,4,5852,0
3514,2,3,3,2,262,4,1,2,1,4745,1
7534,2,2,5,2,232,3,1,2,5,5607,1
6872,5,3,5,2,266,5,1,1,10,1274,1
4890,5,3,5,5,232,3,1,1,2,4545,1
8277,1,3,4,2,245,3,1,1,5,5226,0
3628,2,3,5,3,197,4,1,1,6,4184,0
4228,2,1,4,3,159,2,3,2,3,5731,1
3512,5,3,4,2,177,3,1,2,8,4904,0
6867,1,2,7,1,302,4,1,2,4,1647,0
3607,4,3,4,5,244,3,1,2,6,1360,1
7367,3,3,5,3,251,3,2,1,8,4228,1
5246,5,3,4,4,263,3,2,2,10,4680,0
7043,3,3,6,4,272,4,1,1,4,4098,0
4107,1,2,6,1,274,5,1,1,8,4292,1
6040,2,2,6,1,242,5,1,1,5,1555,0
7903,4,3,3,4,202,2,2,1,6,5030,0
3928,2,3,3,1,227,3,1,2,10,4305,1
4005,1,3,4,3,233,3,2,2,4,5259,0
4619,3,3,3,4,171,3,1,1,5,5872,0
8984,5,3,5,5,198,2,3,2,3,5249,0
7512,5,1,7,5,275,4,1,1,3,1107,0
5915,3,3,4,5,205,4,2,1,5,5264,0
4149,1,3,2,3,141,4,2,2,8,4702,0
6594,5,3,5,4,281,4,2,2,8,1220,0
3333,1,3,3,1,187,5,1,1,6,4698,0
7594,2,3,5,3,150,4,2,1,1,5211,0
5580,5,3,5,5,139,4,2,1,3,4433,1
7238,5,1,3,1,238,3,2,1,6,5092,0
3247,4,3,4,1,189,3,2,2,5,4496,1
7983,1,3,4,4,153,4,1,2,5,5162,0
8979,1,3,5,4,191,4,1,2,8,4566,1
3935,3,3,6,5,178,3,1,1,5,4096,0
7510,2,1,5,4,239,5,1,1,10,1042,1
4623,1,3,4,1,223,3,1,1,9,4832,0
4528,2,2,3,1,174,6,2,1,4,4910,1
6598,2,3,4,1,219,2,2,1,2,1752,0
5610,5,1,4,4,238,2,1,1,4,4337,1
8884,2,1,5,3,270,5,2,2,9,1764,1
6781,4,3,5,5,246,3,2,1,9,4107,0
5418,5,3,4,2,150,3,1,2,6,5787,1
5913,1,3,5,1,193,4,2,1,10,5280,0
7908,5,3,3,2,251,4,3,1,7,4038,0
3714,5,2,3,1,192,2,1,2,6,4056,0
7604,5,3,4,1,240,4,2,2,7,4818,1
8909,3,2,6,2,290,4,2,2,1,1111,0
8268,5,3,5,3,245,5,1,1,1,1605,0
7934,5,1,4,1,272,2,1,1,8,5328,1
8501,3,2,3,1,157,2,2,2,7,5560,0
3968,5,1,3,1,135,2,1,2,7,5682,0
3601,4,3,3,4,245,10,2,2,1,5363,0
8251,4,3,5,1,184,3,1,1,10,4674,1
3706,2,2,3,2,269,2,2,1,1,4978,0
4722,5,3,3,2,201,6,2,2,7,4723,1
8053,4,3,6,4,253,4,2,2,9,1488,0
6789,1,3,3,4,250,6,2,2,1,4543,1
6681,1,3,4,2,201,2,1,2,3,4869,1
3213,1,3,4,5,243,3,1,1,2,4909,0
5931,1,3,4,3,109,2,2,1,4,5407,0
7566,5,3,4,2,236,3,1,2,4,4800,0
5855,3,3,5,2,272,3,3,2,5,4972,0
3527,3,3,3,1,223,4,1,2,1,4195,0
3471,1,3,2,5,107,3,2,2,2,4853,0
6512,5,3,5,2,222,5,1,1,5,1329,0
7162,2,3,6,2,306,4,1,1,6,1123,0
7490,5,3,7,3,267,4,2,2,8,1892,1
6363,1,3,4,1,143,2,2,1,5,4057,0
3073,4,3,5,3,254,2,2,2,4,3297,1
5075,3,2,4,5,217,4,2,1,3,5966,0
3317,3,3,3,5,132,2,1,2,10,4462,1
3150,5,2,2,3,134,3,1,2,4,5958,0
3549,1,1,4,5,168,4,2,2,5,5735,1
3703,4,2,5,3,151,2,1,2,8,4749,0
5079,1,2,4,3,181,3,2,2,10,4541,1
6433,4,1,3,4,194,2,2,2,7,5553,0
6808,2,3,3,3,151,6,1,1,6,4279,0
3065,3,3,2,5,164,4,2,2,2,1439,1
7991,3,3,4,3,145,3,1,1,5,5802,1
7173,1,3,5,3,245,5,1,1,3,1409,0
6918,5,3,2,2,181,2,1,1,6,1324,1
7870,2,3,4,5,240,2,2,2,6,5045,1
4644,5,1,3,2,236,3,2,2,8,5783,0
3654,5,3,5,3,267,3,1,2,9,5258,1
5447,3,3,4,1,236,3,1,1,4,4248,0
5701,4,3,3,2,275,2,1,1,5,5393,1
7819,4,2,2,2,215,5,2,2,3,5185,1
8998,2,3,4,2,184,3,2,1,5,5931,1
6595,4,3,6,2,267,4,2,1,1,1935,0
4609,4,3,4,2,236,3,1,1,1,4076,0
6711,1,2,4,3,238,2,2,1,2,5328,0
8788,2,3,3,4,151,3,2,1,3,4938,0
8224,2,2,3,4,140,3,1,2,3,5300,0
5992,2,3,2,1,241,3,2,1,5,5697,1
6501,1,3,6,5,251,4,2,1,3,1660,0
8549,3,3,5,2,226,5,2,2,5,1323,0
7732,2,3,5,4,217,5,3,1,3,1007,1
5686,2,3,4,3,235,6,2,2,2,4689,0
5082,5,2,5,4,240,4,2,1,2,5215,0
3819,1,1,4,3,247,10,3,2,10,5882,0
8011,4,3,5,3,238,5,3,2,7,1848,0
6633,1,3,5,4,242,3,3,1,4,4805,0
5094,5,3,5,3,237,4,1,1,8,5432,0
3553,4,1,2,1,154,3,2,1,4,5100,0
7476,5,3,5,3,246,5,2,2,4,1257,1
5231,3,3,4,3,262,3,1,2,9,4404,1
8397,1,3,3,3,239,2,2,1,2,5625,0
4038,5,3,5,5,243,6,2,1,9,4587,0
4802,5,2,6,1,255,4,1,1,2,1385,0
6668,5,3,3,3,152,2,2,2,3,4193,1
8719,4,3,5,1,149,3,1,1,9,5173,1
7323,1,3,4,3,178,3,2,2,6,4576,0
5825,3,3,3,4,267,3,3,1,2,5204,1
4248,5,2,3,5,161,3,1,2,2,4475,0
8006,5,3,6,3,247,4,1,1,6,1537,0
4222,2,1,3,2,239,2,1,1,3,5099,1
8897,3,1,6,4,294,4,2,2,5,1174,0
7938,5,1,6,1,250,2,2,2,4,4016,0
7484,5,3,6,4,284,4,1,2,7,1584,0
8781,1,2,5,5,185,5,1,2,5,4078,0
5416,2,3,4,5,157,3,2,1,2,4343,1
3882,5,3,3,2,157,3,3,1,1,5398,0
6746,5,3,4,4,203,2,1,1,10,5192,0
8803,4,3,3,3,211,3,2,2,3,5379,1
5956,2,3,3,4,153,3,2,1,9,5474,0
6901,4,3,5,5,260,5,1,1,6,1860,0
5033,3,3,6,5,249,4,1,1,8,1274,0
5252,5,3,6,4,292,4,1,2,9,1056,1
6323,3,3,3,3,176,3,1,1,1,5168,0
3909,1,3,4,2,173,2,2,2,9,4307,0
5482,2,2,3,5,162,3,2,2,1,4480,0
8580,5,3,5,1,181,3,1,1,3,5118,0
3751,4,3,3,5,224,2,1,1,10,4445,0
6786,5,3,4,3,189,2,1,1,7,4765,0
5317,4,1,4,3,227,2,1,2,3,4375,0
4439,3,3,4,1,257,4,1,2,5,5875,1
8953,4,3,4,3,233,2,2,1,3,4748,0
6471,1,3,3,5,270,3,3,2,1,4078,1
8692,2,3,4,2,150,2,1,1,2,5301,0
8004,5,3,7,3,308,5,2,2,10,1152,1
7631,3,3,4,2,260,2,1,2,7,5684,0
7753,4,3,5,5,272,5,2,1,5,1868,1
3271,4,1,5,3,141,2,2,2,4,5257,0
3552,5,1,6,1,163,4,3,2,3,4031,1
8731,4,3,4,3,175,2,2,2,3,4961,1
6306,5,2,5,1,272,6,2,1,2,1681,1
4683,1,3,4,4,163,3,1,2,3,4185,1
8922,5,2,4,5,250,5,2,2,6,1662,0
4351,4,3,2,5,211,4,1,2,1,5673,0
8002,2,3,7,2,285,4,1,2,2,1491,1
8756,5,1,5,3,160,3,1,1,10,4416,1
8970,5,3,2,3,260,2,1,1,1,4547,0
6336,5,3,3,1,264,3,1,1,5,5043,0
7836,5,3,3,5,139,2,1,1,6,5181,0
7214,5,3,7,4,247,4,1,1,9,1228,0
8475,1,1,4,5,199,3,1,2,2,4462,0
7170,5,3,6,3,290,4,1,2,5,1784,0
7598,5,3,5,4,201,3,1,1,5,5137,0
8163,1,3,5,5,257,3,2,1,9,5972,0
4653,1,1,5,1,238,4,2,2,10,4668,0
7176,5,3,4,4,242,6,1,1,9,1192,1
7158,5,3,7,2,295,4,1,1,10,1587,0
5831,3,3,3,1,133,3,2,2,8,4634,0
3575,3,2,3,3,149,3,2,1,3,4189,0
6034,2,2,5,3,260,5,2,2,8,1001,0
3927,1,3,2,3,178,3,2,1,8,4451,1
6666,5,3,4,5,157,3,2,2,2,5791,1
5842,2,3,6,3,259,4,1,1,3,4117,1
4907,3,1,3,1,223,3,1,2,8,5318,0
4168,2,3,3,2,231,3,1,1,5,5046,0
7227,1,3,4,1,193,3,2,1,9,5354,0
5799,1,3,4,3,167,2,2,1,2,5544,0
4920,5,1,2,1,228,2,2,2,10,4854,1
7895,3,3,5,4,223,3,1,2,8,4310,1
6974,5,1,4,3,250,3,1,2,10,4316,0
4294,2,3,4,2,258,3,3,2,10,4643,1
6982,2,1,5,4,212,2,1,1,9,4925,0
5271,1,3,6,4,306,4,1,1,6,1461,0
3850,2,2,3,3,221,2,2,1,5,4205,1
8593,4,3,4,1,167,4,3,2,7,5264,0
7331,3,3,4,1,200,3,1,2,5,4686,0
8478,5,1,5,1,268,3,2,1,5,5663,0
6772,2,3,4,4,195,4,2,2,2,5464,0
3803,3,3,4,1,240,4,1,1,7,5905,1
5832,5,3,3,5,269,5,1,2,6,5932,1
4647,1,1,3,1,204,3,3,1,9,5093,0
3305,3,2,5,4,186,2,1,2,3,4213,0
3766,2,3,4,4,247,2,2,1,6,5833,1
7120,2,2,3,4,200,4,2,1,8,4944,0
7617,1,3,4,5,145,2,1,1,2,4686,1
5201,3,1,5,5,259,3,2,1,5,4315,0
4572,5,3,2,2,171,2,2,1,6,5105,0
5994,5,3,3,4,148,3,1,1,8,5267,1
7613,3,3,4,2,273,3,1,2,2,5712,0
4009,4,3,5,4,120,4,3,2,1,4183,0
7647,1,1,5,5,254,2,2,2,6,4934,0
4846,2,3,3,3,238,2,2,2,2,5512,0
8202,5,1,3,4,200,3,1,1,7,5400,0
3241,4,3,2,5,117,3,3,1,2,4268,1
6977,3,1,6,5,148,4,1,2,1,5216,1
7630,2,3,4,1,270,3,1,1,6,5212,0
3933,1,3,5,3,219,4,2,2,5,4096,0
6138,5,3,3,3,168,4,1,1,4,4096,1
8457,1,3,3,5,124,2,2,2,1,5709,1
3144,5,1,3,3,253,3,2,2,7,5085,0
5488,2,2,5,5,169,4,1,1,2,4188,0
7855,4,3,4,4,135,3,2,2,6,4335,1
5760,5,2,6,5,268,4,1,1,2,1324,0
8586,5,3,6,4,222,8,1,1,1,5808,1
5624,5,2,2,1,226,2,2,1,1,5576,0
5535,1,3,6,1,271,4,1,1,9,1302,0
7244,5,1,4,4,190,2,1,2,2,4460,0
7861,4,3,4,2,139,3,2,2,10,4648,0
4041,1,3,3,2,228,3,2,1,4,4208,0
8561,3,3,5,4,221,6,2,2,6,1488,1
8782,2,2,3,2,199,3,1,1,8,5431,0
3564,5,2,2,5,134,10,3,2,8,5472,0
5445,1,3,5,1,217,2,2,2,6,5518,0
4233,1,1,3,1,232,2,2,2,10,4719,0
8165,3,3,2,3,129,5,2,2,3,5444,1
4895,3,3,6,5,211,4,2,1,4,4032,0
6414,5,1,4,2,146,3,1,1,4,5659,0
3438,5,2,4,4,264,3,1,1,2,4279,1
7759,4,3,5,4,217,5,1,1,5,1360,1
5658,5,3,4,4,217,5,2,2,6,5891,1
3570,5,2,3,4,118,4,1,2,6,5964,0
4467,1,3,2,4,166,3,1,2,8,4968,1
6503,3,3,5,1,249,5,2,2,10,1561,0
5497,4,2,5,2,205,3,1,1,2,4270,0
8291,3,3,4,5,221,10,3,2,9,4646,0
6740,5,3,5,5,179,5,1,2,3,4333,1
6383,3,3,4,1,214,2,1,1,10,4447,0
8500,2,2,4,5,234,3,2,1,10,4204,1
6819,1,3,4,5,223,5,2,1,6,1579,1
4995,1,3,3,3,269,3,3,1,6,4260,1
4850,5,3,4,5,261,2,1,2,3,4119,0
3523,4,3,5,3,181,4,1,1,2,5332,0
8928,5,3,5,3,163,3,2,2,1,1836,0
5766,5,2,6,1,250,4,1,1,2,1783,1
3250,2,3,5,2,265,2,2,1,7,5464,1
5242,2,3,3,4,247,3,1,2,6,4873,0
7030,2,3,5,1,159,2,2,1,5,4382,0
8314,2,3,7,4,289,4,1,2,1,1657,0
5542,2,3,4,4,260,2,1,2,3,5801,0
3915,1,3,3,1,139,5,2,1,5,4572,0
7397,3,2,4,2,239,5,1,1,10,1429,0
6583,4,2,7,2,279,4,2,1,1,1480,0
3646,2,3,3,1,244,3,2,1,1,5695,1
5394,5,3,5,1,186,4,2,2,5,5239,0
5996,5,3,6,1,250,4,1,2,4,1018,0
8234,5,2,2,4,142,3,3,2,2,5700,0
8601,1,3,6,5,287,4,1,2,8,1465,0
6278,5,1,7,5,296,4,1,2,8,1686,1
6617,3,3,5,2,237,5,2,2,6,1084,0
3653,3,3,5,4,185,3,2,1,1,4925,0
6447,1,2,3,1,154,2,1,1,10,5594,1
7396,2,2,5,2,223,5,1,1,5,1010,1
6513,1,3,7,5,250,4,1,2,1,1690,1
8360,5,2,6,3,255,4,2,1,8,1805,0
5490,5,2,4,1,259,7,2,1,4,5102,0
3148,2,2,4,2,272,3,3,1,6,4559,0
7052,5,3,3,5,222,5,2,2,2,4027,1
6051,1,3,6,4,271,4,2,2,8,1867,0
3857,3,3,3,2,183,3,2,2,9,4282,0
7171,4,3,4,5,235,5,1,2,6,1460,0
4017,1,3,4,5,157,4,1,1,8,4344,1
5861,3,3,5,3,138,3,1,1,5,5687,1
3376,2,3,4,2,268,3,1,1,3,5488,1
5030,5,3,6,5,294,4,2,1,2,1273,1
7806,5,2,3,2,219,6,1,1,9,5263,1
5410,2,3,5,5,186,4,2,1,9,5592,1
7025,3,3,5,1,153,2,1,1,7,4944,1
5633,3,2,5,4,217,2,2,1,3,5925,0
6212,5,3,5,4,241,2,2,1,7,4413,0
5530,2,3,5,3,237,5,2,1,4,1733,1
5283,1,3,6,3,259,5,2,1,1,1271,0
7826,5,2,2,4,233,4,2,1,4,5408,0
3611,3,3,2,2,152,4,1,2,6,4606,1
4973,3,3,3,5,239,6,1,1,8,5791,1
7357,4,3,3,1,201,3,1,1,6,4953,0
7469,3,3,6,1,286,4,2,2,1,1636,0
6397,4,3,4,2,170,2,2,2,5,4996,1
8485,4,1,6,3,113,2,2,1,4,5130,1
4111,4,2,3,2,240,3,2,2,2,4804,0
7333,4,3,3,3,218,3,2,2,6,5288,1
4776,5,1,3,3,265,3,2,1,3,5241,0
7664,5,1,3,1,252,2,1,2,9,5050,0
8193,1,3,4,5,201,3,1,2,7,4048,0
7768,2,3,6,4,268,4,2,2,9,1354,1
5195,3,1,4,2,262,3,1,1,9,4941,0
6750,5,3,5,3,173,3,1,2,5,5395,0
8292,5,3,4,2,208,3,1,2,8,4342,0
3312,5,3,4,2,206,2,2,2,4,5159,0
8938,2,3,6,4,296,4,2,2,5,1782,1
5177,3,3,5,4,241,4,3,2,6,4412,1
7299,1,3,5,5,156,4,1,1,5,5987,1
7483,4,3,4,2,263,5,1,1,5,1874,0
4958,5,3,6,4,151,3,1,1,10,5414,1
3661,4,3,5,3,249,2,2,2,3,4440,0
7008,5,3,3,2,126,5,1,1,6,4372,1
6287,3,1,7,2,264,4,2,2,6,1688,0
3678,5,1,3,1,180,6,1,2,5,4802,1
3808,2,3,3,4,172,6,2,1,1,4618,0
8099,3,2,2,2,242,3,3,2,9,4717,0
6140,5,1,4,5,222,3,2,1,7,5844,0
6249,1,3,5,2,145,3,2,2,2,4836,0
7762,2,3,4,1,241,5,1,1,4,1145,0
4164,5,3,2,5,221,3,1,2,2,5847,0
7791,1,1,3,1,151,2,1,1,7,4437,0
3818,5,1,3,4,201,10,3,1,7,4699,0
4446,5,3,2,4,107,4,3,1,4,4451,1
8036,5,3,4,4,256,5,3,2,1,1927,1
8010,5,3,6,4,268,4,2,1,3,1586,0
4230,5,1,5,4,172,4,2,1,10,4659,1
4513,4,1,4,2,266,3,3,2,5,4831,1
6486,5,3,3,4,260,4,2,2,10,5425,0
4552,2,3,6,2,310,4,2,1,5,1791,1
6085,4,3,2,1,192,3,1,1,9,4774,0
3354,5,3,4,5,190,3,1,2,2,4554,0
4272,5,3,3,1,140,3,1,2,6,4488,1
7595,3,3,3,3,176,3,1,1,10,5284,1
3569,3,2,4,4,271,3,1,2,3,4152,0
6292,2,1,5,5,265,5,2,1,8,1867,0
6442,2,2,4,1,224,3,1,2,9,5546,1
8451,1,3,4,3,214,2,2,1,6,4345,0
3219,1,3,4,2,210,3,2,1,1,4379,1
5007,1,3,3,4,165,3,3,2,10,4910,0
3841,4,2,4,2,153,2,2,1,4,4069,1
6625,4,3,3,2,263,3,1,1,3,5303,0
7291,4,3,3,4,246,3,3,1,1,4273,1
8534,5,3,5,4,271,2,2,1,6,4801,1
3936,5,3,3,1,139,2,2,2,3,4226,0
6069,1,3,4,1,224,4,2,1,5,4887,0
6454,2,2,3,2,227,3,1,1,4,4450,0
4119,1,2,4,5,154,3,2,1,9,5208,0
3310,2,3,4,3,271,3,2,2,1,4137,0
8392,2,3,5,2,190,2,1,2,1,5005,0
5611,4,1,2,2,159,6,1,1,6,4044,0
8820,5,3,5,4,242,5,1,2,1,1571,1
7274,5,2,3,3,239,4,1,1,5,4084,1
8828,5,3,4,3,246,5,1,2,7,1134,0
5812,2,3,5,4,285,2,1,2,2,4505,1
8218,2,2,5,3,171,3,2,1,7,4994,0
6105,1,3,5,2,171,6,2,1,5,5981,1
5649,1,3,3,3,232,4,1,1,4,4662,1
8737,4,3,4,4,229,2,1,1,9,5672,1
4478,5,3,5,4,226,2,1,2,6,4547,0
5420,5,3,5,3,223,3,1,2,6,5977,0
3137,3,1,3,3,219,3,1,2,4,5956,0
3750,5,3,4,4,273,2,1,2,9,5151,0
8528,5,3,4,5,224,2,1,2,8,5871,0
3544,2,1,5,5,265,3,3,1,3,5837,1
3834,5,2,4,4,213,4,1,2,2,5857,1
7489,4,3,5,5,250,4,2,1,8,1247,1
4792,2,2,5,5,232,3,1,1,3,5718,1
5429,3,3,5,2,121,5,2,1,10,4790,0
8921,3,2,6,2,271,4,2,2,3,1636,0
4419,1,3,3,1,238,3,2,1,5,4399,1
6062,5,3,3,5,271,2,2,2,7,4958,0
4324,2,3,3,4,268,2,2,2,8,1991,1
5261,3,3,6,5,256,4,1,2,5,1033,1
7977,1,3,3,4,242,10,3,2,5,4127,0
7962,5,2,7,1,308,4,2,2,5,1705,0
5441,3,3,3,1,225,2,3,2,6,5274,1
3733,4,3,5,5,273,4,1,2,1,5225,1
7656,5,1,4,3,140,8,2,2,8,4065,1
6377,3,3,3,4,188,4,2,2,5,5216,1
8576,5,3,3,1,269,8,2,1,4,4290,0
8259,1,3,4,3,263,5,1,1,10,1762,0
8515,4,3,3,2,177,2,3,1,7,4764,1
8443,4,3,3,5,252,2,3,2,4,4098,1
7743,1,3,6,2,301,4,2,2,10,1747,1
8226,5,2,5,1,262,3,2,2,9,5146,0
5046,5,1,4,1,145,2,1,1,2,5209,0
6047,3,3,5,2,275,5,1,2,9,1373,0
8838,5,3,7,5,254,4,2,1,6,1491,1
6257,3,3,6,4,255,4,1,2,7,1869,1
8746,2,1,3,2,260,2,1,2,7,5553,1
8372,5,2,5,4,254,3,1,1,4,5611,1
8195,3,1,5,4,265,3,2,2,10,4565,0
8505,1,2,4,2,148,2,2,2,3,4651,0
3831,1,1,6,2,290,5,2,2,8,1512,1
6796,2,3,3,4,178,8,2,1,6,4146,0
5521,4,3,6,5,301,4,2,1,2,1943,0
7423,4,3,6,1,255,4,1,2,9,1575,0
8017,4,3,6,5,264,4,2,2,8,1755,0
3641,3,3,3,2,159,3,2,2,4,5577,1
5167,4,3,5,4,177,2,1,2,2,5618,1
4771,4,1,4,5,180,3,2,1,1,5088,0
5432,5,3,4,4,261,3,3,2,9,5515,0
5061,1,1,5,1,135,3,1,2,3,4939,1
7535,3,2,4,2,191,4,1,2,7,5507,1
7703,3,3,7,3,272,4,2,2,2,1754,0
8080,2,2,4,3,117,3,2,1,4,4666,0
6019,4,1,6,5,278,4,2,1,6,1140,0
3638,5,3,5,5,136,3,1,2,4,4218,1
6253,4,3,5,2,241,2,2,2,6,4741,0
4024,2,3,3,4,175,3,1,2,6,5503,0
6731,3,3,3,5,161,2,2,2,9,4623,0
3617,3,3,3,3,142,3,1,1,7,4439,0
7069,4,3,2,3,163,3,1,1,4,4862,0
3238,2,3,3,4,177,3,1,1,6,4445,0
4584,5,3,2,2,170,3,3,1,7,4284,1
7653,1,1,3,1,164,10,2,1,6,5603,0
4398,5,2,5,2,143,4,1,1,10,5400,0
4208,5,3,3,5,167,2,1,1,2,4141,0
7368,5,3,3,4,140,6,1,2,9,4558,0
4888,2,3,5,2,225,4,1,2,1,4328,1
4326,5,3,2,3,157,4,1,2,3,1203,1
4297,4,3,3,4,268,2,2,1,4,1442,1
3338,5,3,6,2,204,4,2,1,2,4431,0
8493,1,2,4,5,150,3,1,2,5,4512,0
5065,4,2,3,5,162,2,1,2,4,4495,0
4154,5,3,3,4,134,3,1,1,9,4436,0
7151,3,3,5,5,274,5,1,2,7,1875,1
8878,2,3,6,5,269,4,2,1,7,1249,1
4485,1,3,4,5,171,4,1,1,4,5265,0
6805,4,3,4,4,182,3,3,1,7,5197,0
3798,5,3,4,2,182,3,2,2,7,4710,1
3941,3,3,3,5,267,2,2,2,4,4703,0
3746,5,3,3,1,205,4,3,1,3,4426,0
4355,3,3,5,3,198,4,2,2,2,5316,0
4785,1,1,3,5,267,2,3,2,1,4195,1
4574,5,3,4,4,185,3,2,2,9,4469,0
4511,3,1,4,2,108,10,2,2,5,4645,0
4391,3,2,3,3,175,2,2,2,2,4814,0
6828,5,1,7,3,279,4,2,2,8,1060,0
3859,4,3,3,3,159,4,2,2,9,4214,0
4862,5,3,3,4,185,2,2,2,8,5449,1
3281,3,1,4,3,196,2,2,1,7,4116,1
7946,5,2,4,4,242,2,2,2,6,5866,0
3255,1,3,3,4,100,3,2,2,4,4191,0
3918,5,3,6,1,160,5,2,2,8,5982,0
5122,2,3,3,1,206,3,2,2,5,5676,1
7292,5,3,4,4,194,4,1,1,10,5024,0
7643,3,3,5,2,134,4,1,2,5,5090,0
5362,2,3,4,2,251,2,1,1,10,4898,1
3568,2,2,4,1,233,2,1,2,9,4799,1
8963,3,3,4,3,185,5,1,1,9,5648,0
7329,1,3,4,3,183,2,2,1,8,5690,1
6816,5,3,4,1,255,5,1,1,4,1005,0
6161,3,2,4,5,210,2,2,2,5,5683,0
3554,5,1,3,5,271,2,1,1,3,4878,0
4941,1,2,3,5,251,3,3,1,4,4156,1
7721,3,3,7,1,285,4,1,2,2,1516,0
6988,2,2,3,5,210,3,1,2,6,5566,0
8276,5,3,5,4,262,3,2,1,6,4428,0
8033,3,3,5,2,263,4,1,2,3,1740,1
4098,5,1,6,1,139,5,2,2,1,4243,0
8668,2,3,5,5,193,3,1,1,3,5037,0
4859,3,3,5,4,193,4,3,1,4,5757,1
7314,5,3,4,4,253,2,2,1,5,5624,0
7880,5,3,4,3,196,3,1,2,10,4433,1
7515,1,1,6,2,294,4,2,2,10,1148,0
6535,4,3,4,5,242,2,1,2,4,5341,0
4956,5,3,2,2,177,4,1,2,8,5878,1
6166,2,2,5,5,267,3,2,2,9,4775,1
8530,2,3,4,5,253,3,1,1,9,4205,0
7432,2,3,3,2,166,2,2,2,6,4765,0
3490,2,3,3,1,244,4,2,2,6,4734,1
3319,4,3,3,2,254,2,1,2,1,4334,0
5325,1,1,4,3,175,3,2,1,4,5784,0
5308,2,3,3,5,133,3,2,2,7,4314,0
4490,5,3,3,2,134,3,1,2,6,4778,1
6290,5,1,6,5,309,4,1,2,6,1463,1
8249,3,3,3,4,209,2,3,2,10,4540,0
6730,2,2,4,3,225,2,3,1,4,4732,0
7945,4,2,4,1,145,3,1,2,8,5127,0
5531,3,3,5,3,264,5,2,1,5,1399,0
3532,2,3,2,1,163,3,1,1,3,5873,1
3397,4,3,2,4,172,5,1,2,4,4668,0
3985,4,2,5,1,160,5,1,1,1,4672,0
5259,1,3,7,3,310,4,2,2,8,1860,1
6419,3,1,4,1,195,3,1,2,2,4418,0
3468,5,3,3,1,180,3,1,1,10,5633,0
6708,5,1,3,1,186,2,2,1,7,4556,0
8230,2,2,4,2,282,4,2,2,5,5422,1
5655,1,3,5,2,266,2,1,2,3,4030,0
5719,4,3,4,3,236,3,1,2,4,4257,1
6873,1,3,2,3,164,5,1,2,7,1243,0
6311,3,2,5,2,227,5,2,2,9,1917,0
5702,5,3,4,4,147,4,1,1,8,5882,0
4710,5,3,5,2,167,4,1,2,10,4325,0
5700,5,3,3,1,170,2,1,1,2,5662,1
4583,3,3,5,1,241,2,2,1,3,5391,1
8753,3,1,5,1,258,3,3,2,3,4908,0
4715,3,3,4,2,242,3,2,2,8,4644,1
8572,2,3,3,5,233,2,2,1,2,4193,0
5561,3,3,3,1,249,2,1,1,2,5572,1
3572,5,2,3,4,217,3,1,1,5,4077,0
5137,4,3,4,1,273,4,1,2,1,4857,0
7944,5,2,4,5,173,4,1,2,7,4978,1
4752,5,3,2,4,167,2,2,2,1,4344,0
5805,1,3,4,3,136,3,1,1,7,5976,0
6824,5,1,2,1,164,5,1,2,4,1708,0
7379,3,1,5,4,254,2,1,2,9,5658,1
3489,1,3,5,4,152,3,1,2,1,5314,1
6327,1,3,2,5,252,3,2,2,7,5281,0
3997,4,3,3,3,160,2,3,2,6,5667,0
7380,5,1,4,3,144,3,1,1,7,5496,0
3805,4,3,3,3,157,3,1,2,9,5807,1
6122,5,3,5,5,236,2,2,2,2,5210,0
6791,3,3,4,4,201,10,1,2,3,4202,0
6880,2,3,4,2,251,6,2,1,1,1154,1
6385,4,3,3,1,166,2,3,1,6,5905,1
